Gene,Coefficient,Abs_Coefficient
ENSG00000241735,0.030196435132037912,0.030196435132037912
ENSG00000142319,-0.030161231251336466,0.030161231251336466
ENSG00000163098,0.03015851722578071,0.03015851722578071
ENSG00000255095,-0.030131627564445707,0.030131627564445707
ENSG00000006047,0.03010342456335165,0.03010342456335165
ENSG00000140323,-0.030071448303768764,0.030071448303768764
ENSG00000170214,0.03004026082648744,0.03004026082648744
ENSG00000140279,-0.030009500887416975,0.030009500887416975
ENSG00000168955,0.029992898091725444,0.029992898091725444
ENSG00000229547,-0.0299158254479998,0.0299158254479998
ENSG00000172457,-0.029905806107643484,0.029905806107643484
ENSG00000177301,-0.029843553125730636,0.029843553125730636
ENSG00000109205,0.029816974942264773,0.029816974942264773
ENSG00000185985,0.029799342183429743,0.029799342183429743
ENSG00000140254,-0.029793595193571398,0.029793595193571398
ENSG00000185304,-0.029791668396616552,0.029791668396616552
ENSG00000164398,-0.02977034237599242,0.02977034237599242
ENSG00000091704,-0.029702061063921845,0.029702061063921845
ENSG00000144339,-0.0296872885591638,0.0296872885591638
ENSG00000262628,-0.029664733353327737,0.029664733353327737
ENSG00000145888,0.029663269116779082,0.029663269116779082
ENSG00000114757,-0.02964706490738778,0.02964706490738778
ENSG00000182070,0.029606645497905284,0.029606645497905284
ENSG00000011201,0.029578335232499347,0.029578335232499347
ENSG00000100448,-0.029565930813913687,0.029565930813913687
ENSG00000152254,-0.02955832706301239,0.02955832706301239
ENSG00000132170,0.029540170021986337,0.029540170021986337
ENSG00000115507,0.02949034591125116,0.02949034591125116
ENSG00000205186,0.029485070810948408,0.029485070810948408
ENSG00000180386,-0.02946039864253983,0.02946039864253983
ENSG00000211445,0.029458534535266995,0.029458534535266995
ENSG00000106236,0.02944471776952013,0.02944471776952013
ENSG00000183862,0.029430088252476796,0.029430088252476796
ENSG00000168267,-0.029388021718965335,0.029388021718965335
ENSG00000223611,-0.029385456299567993,0.029385456299567993
ENSG00000196578,0.029370831236103234,0.029370831236103234
ENSG00000198203,-0.029317018183442806,0.029317018183442806
ENSG00000189134,0.029293223481297537,0.029293223481297537
ENSG00000243073,-0.029220750125328848,0.029220750125328848
ENSG00000166090,0.029208333957668482,0.029208333957668482
ENSG00000146151,0.029189841978383584,0.029189841978383584
ENSG00000211820,-0.02918824094513391,0.02918824094513391
ENSG00000067646,0.02913603908637911,0.02913603908637911
ENSG00000185272,0.02912465566848962,0.02912465566848962
ENSG00000183251,-0.0291058631683241,0.0291058631683241
ENSG00000165643,0.029105522624318737,0.029105522624318737
ENSG00000172146,-0.028837297624531157,0.028837297624531157
ENSG00000183742,-0.028799249729465157,0.028799249729465157
ENSG00000228083,-0.02876726535028999,0.02876726535028999
ENSG00000119547,0.02876368654985219,0.02876368654985219
ENSG00000167014,-0.02875442306841427,0.02875442306841427
ENSG00000120341,-0.028677132251978422,0.028677132251978422
ENSG00000175325,0.02864855265977442,0.02864855265977442
ENSG00000158865,0.028605310901545253,0.028605310901545253
ENSG00000205669,0.02859479590021411,0.02859479590021411
ENSG00000147246,-0.02857556930230453,0.02857556930230453
ENSG00000177483,0.02856099373052095,0.02856099373052095
ENSG00000186146,-0.028541910904325046,0.028541910904325046
ENSG00000169344,0.028533191974020163,0.028533191974020163
ENSG00000188691,-0.02853101092009994,0.02853101092009994
ENSG00000122133,0.02852596275527083,0.02852596275527083
ENSG00000135824,-0.028515214546926987,0.028515214546926987
ENSG00000168484,0.028484639145944877,0.028484639145944877
ENSG00000173239,-0.028483605388485177,0.028483605388485177
ENSG00000174226,-0.02845553842493738,0.02845553842493738
ENSG00000130598,0.028432719317483812,0.028432719317483812
